reference_date,location,horizon,target,target_end_date,output_type,output_type_id,value
2023-12-30,01,2,wk inc flu hosp,2024-01-13,quantile,0.85,589.3388315893498
2023-12-30,01,2,wk inc flu hosp,2024-01-13,quantile,0.9,663.3834341194047
2023-12-30,01,2,wk inc flu hosp,2024-01-13,quantile,0.95,802.0351180740547
2023-12-30,01,2,wk inc flu hosp,2024-01-13,quantile,0.975,976.4207661183264
2023-12-30,01,2,wk inc flu hosp,2024-01-13,quantile,0.99,1274.2401278767873
2023-12-30,01,3,wk inc flu hosp,2024-01-20,quantile,0.01,0
2023-12-30,01,3,wk inc flu hosp,2024-01-20,quantile,0.025,0
2023-12-30,01,3,wk inc flu hosp,2024-01-20,quantile,0.05,51.0747213255978
2023-12-30,01,3,wk inc flu hosp,2024-01-20,quantile,0.1,111.25040205430979
2023-12-30,01,3,wk inc flu hosp,2024-01-20,quantile,0.15,150.27249841496737
2023-12-30,01,3,wk inc flu hosp,2024-01-20,quantile,0.2,176.74175940868258
2023-12-30,01,3,wk inc flu hosp,2024-01-20,quantile,0.25,203.8795531312204
2023-12-30,01,3,wk inc flu hosp,2024-01-20,quantile,0.3,227.44357822892306
2023-12-30,01,3,wk inc flu hosp,2024-01-20,quantile,0.35,245.38740902880983
2023-12-30,01,3,wk inc flu hosp,2024-01-20,quantile,0.4,273.7113112127666
2023-12-30,01,3,wk inc flu hosp,2024-01-20,quantile,0.45,305.9934500782784
2023-12-30,01,3,wk inc flu hosp,2024-01-20,quantile,0.5,343.58463663296493
2023-12-30,01,3,wk inc flu hosp,2024-01-20,quantile,0.55,368.1694791066693
2023-12-30,01,3,wk inc flu hosp,2024-01-20,quantile,0.6,403.97041885657706
2023-12-30,01,3,wk inc flu hosp,2024-01-20,quantile,0.65,440.0577517381558
2023-12-30,01,3,wk inc flu hosp,2024-01-20,quantile,0.7,475.39876774195545
2023-12-30,01,3,wk inc flu hosp,2024-01-20,quantile,0.75,519.4808657818321
2023-12-30,01,3,wk inc flu hosp,2024-01-20,quantile,0.8,569.0290811957855
2023-12-30,01,3,wk inc flu hosp,2024-01-20,quantile,0.85,642.322012044695
2023-12-30,01,3,wk inc flu hosp,2024-01-20,quantile,0.9,740.9711116620107
2023-12-30,01,3,wk inc flu hosp,2024-01-20,quantile,0.95,936.0118066935529
2023-12-30,01,3,wk inc flu hosp,2024-01-20,quantile,0.975,1218.2841487717599
2023-12-30,01,3,wk inc flu hosp,2024-01-20,quantile,0.99,1663.5995918816684
2023-12-30,02,-1,wk inc flu hosp,2023-12-23,quantile,0.01,0
2023-12-30,02,-1,wk inc flu hosp,2023-12-23,quantile,0.025,0
2023-12-30,02,-1,wk inc flu hosp,2023-12-23,quantile,0.05,0.1272556375813565
2023-12-30,02,-1,wk inc flu hosp,2023-12-23,quantile,0.1,1
2023-12-30,02,-1,wk inc flu hosp,2023-12-23,quantile,0.15,1.4946548225159426
2023-12-30,02,-1,wk inc flu hosp,2023-12-23,quantile,0.2,2
2023-12-30,02,-1,wk inc flu hosp,2023-12-23,quantile,0.25,2.3615159001422055
2023-12-30,02,-1,wk inc flu hosp,2023-12-23,quantile,0.3,3
2023-12-30,02,-1,wk inc flu hosp,2023-12-23,quantile,0.35,3.430780140557371
2023-12-30,02,-1,wk inc flu hosp,2023-12-23,quantile,0.4,4
2023-12-30,02,-1,wk inc flu hosp,2023-12-23,quantile,0.45,4.318243625122123
2023-12-30,02,-1,wk inc flu hosp,2023-12-23,quantile,0.5,5
2023-12-30,02,-1,wk inc flu hosp,2023-12-23,quantile,0.55,5.370262304021206
2023-12-30,02,-1,wk inc flu hosp,2023-12-23,quantile,0.6,6
2023-12-30,02,-1,wk inc flu hosp,2023-12-23,quantile,0.65,6.7203979602039805
2023-12-30,02,-1,wk inc flu hosp,2023-12-23,quantile,0.7,7.49999857480113
2023-12-30,02,-1,wk inc flu hosp,2023-12-23,quantile,0.75,8.85916094950295
2023-12-30,02,-1,wk inc flu hosp,2023-12-23,quantile,0.8,10.320993456617124
2023-12-30,02,-1,wk inc flu hosp,2023-12-23,quantile,0.85,12.666694447916147
2023-12-30,02,-1,wk inc flu hosp,2023-12-23,quantile,0.9,15.691179484151721
2023-12-30,02,-1,wk inc flu hosp,2023-12-23,quantile,0.95,18.796168190048995
2023-12-30,02,-1,wk inc flu hosp,2023-12-23,quantile,0.975,21.147374990204952
2023-12-30,02,-1,wk inc flu hosp,2023-12-23,quantile,0.99,23.22323735988676
2023-12-30,02,0,wk inc flu hosp,2023-12-30,quantile,0.01,0
2023-12-30,02,0,wk inc flu hosp,2023-12-30,quantile,0.025,0
2023-12-30,02,0,wk inc flu hosp,2023-12-30,quantile,0.05,0
2023-12-30,02,0,wk inc flu hosp,2023-12-30,quantile,0.1,0
2023-12-30,02,0,wk inc flu hosp,2023-12-30,quantile,0.15,0.2899589248578973
2023-12-30,02,0,wk inc flu hosp,2023-12-30,quantile,0.2,1
2023-12-30,02,0,wk inc flu hosp,2023-12-30,quantile,0.25,1.2699578885534282
2023-12-30,02,0,wk inc flu hosp,2023-12-30,quantile,0.3,1.9801121351181545
2023-12-30,02,0,wk inc flu hosp,2023-12-30,quantile,0.35,2.1457225536118343
2023-12-30,02,0,wk inc flu hosp,2023-12-30,quantile,0.4,2.688757433426127
2023-12-30,02,0,wk inc flu hosp,2023-12-30,quantile,0.45,3
2023-12-30,02,0,wk inc flu hosp,2023-12-30,quantile,0.5,3.710158442186544
2023-12-30,02,0,wk inc flu hosp,2023-12-30,quantile,0.55,4.283462857849713
2023-12-30,02,0,wk inc flu hosp,2023-12-30,quantile,0.6,5
2023-12-30,02,0,wk inc flu hosp,2023-12-30,quantile,0.65,5.833787654033556
2023-12-30,02,0,wk inc flu hosp,2023-12-30,quantile,0.7,6.406459354064594
2023-12-30,02,0,wk inc flu hosp,2023-12-30,quantile,0.75,7.004313561358016
2023-12-30,02,0,wk inc flu hosp,2023-12-30,quantile,0.8,8.326862428648276
2023-12-30,02,0,wk inc flu hosp,2023-12-30,quantile,0.85,10.147490455729486
2023-12-30,02,0,wk inc flu hosp,2023-12-30,quantile,0.9,13.808687746189403
2023-12-30,02,0,wk inc flu hosp,2023-12-30,quantile,0.95,20.215582450119125
2023-12-30,02,0,wk inc flu hosp,2023-12-30,quantile,0.975,26.93153230838096
2023-12-30,02,0,wk inc flu hosp,2023-12-30,quantile,0.99,37.88805294036865
2023-12-30,02,1,wk inc flu hosp,2024-01-06,quantile,0.01,0
2023-12-30,02,1,wk inc flu hosp,2024-01-06,quantile,0.025,0
2023-12-30,02,1,wk inc flu hosp,2024-01-06,quantile,0.05,0
2023-12-30,02,1,wk inc flu hosp,2024-01-06,quantile,0.1,0
2023-12-30,02,1,wk inc flu hosp,2024-01-06,quantile,0.15,0
2023-12-30,02,1,wk inc flu hosp,2024-01-06,quantile,0.2,0.603559644035597
2023-12-30,02,1,wk inc flu hosp,2024-01-06,quantile,0.25,1
2023-12-30,02,1,wk inc flu hosp,2024-01-06,quantile,0.3,1.4920667861488808
2023-12-30,02,1,wk inc flu hosp,2024-01-06,quantile,0.35,2
2023-12-30,02,1,wk inc flu hosp,2024-01-06,quantile,0.4,2.3855614438556145
2023-12-30,02,1,wk inc flu hosp,2024-01-06,quantile,0.45,3
2023-12-30,02,1,wk inc flu hosp,2024-01-06,quantile,0.5,3.5292841248185636
2023-12-30,02,1,wk inc flu hosp,2024-01-06,quantile,0.55,4.043195680431957
2023-12-30,02,1,wk inc flu hosp,2024-01-06,quantile,0.6,5
2023-12-30,02,1,wk inc flu hosp,2024-01-06,quantile,0.65,5.848778340757628
2023-12-30,02,1,wk inc flu hosp,2024-01-06,quantile,0.7,6.8020859210743385
2023-12-30,02,1,wk inc flu hosp,2024-01-06,quantile,0.75,8.058335508102855
2023-12-30,02,1,wk inc flu hosp,2024-01-06,quantile,0.8,9.892943161080126
2023-12-30,02,1,wk inc flu hosp,2024-01-06,quantile,0.85,12.211162201021644
2023-12-30,02,1,wk inc flu hosp,2024-01-06,quantile,0.9,15.735539095822686
2023-12-30,02,1,wk inc flu hosp,2024-01-06,quantile,0.95,20.826628030943553
2023-12-30,02,1,wk inc flu hosp,2024-01-06,quantile,0.975,29.653415411838765
2023-12-30,02,1,wk inc flu hosp,2024-01-06,quantile,0.99,50.28426551818848
2023-12-30,02,2,wk inc flu hosp,2024-01-13,quantile,0.01,0
2023-12-30,02,2,wk inc flu hosp,2024-01-13,quantile,0.025,0
2023-12-30,02,2,wk inc flu hosp,2024-01-13,quantile,0.05,0
2023-12-30,02,2,wk inc flu hosp,2024-01-13,quantile,0.1,0
2023-12-30,02,2,wk inc flu hosp,2024-01-13,quantile,0.15,0
2023-12-30,02,2,wk inc flu hosp,2024-01-13,quantile,0.2,0.15149112307704238
2023-12-30,02,2,wk inc flu hosp,2024-01-13,quantile,0.25,1
2023-12-30,02,2,wk inc flu hosp,2024-01-13,quantile,0.3,1.1338163759508961
2023-12-30,02,2,wk inc flu hosp,2024-01-13,quantile,0.35,1.7679315225409624
2023-12-30,02,2,wk inc flu hosp,2024-01-13,quantile,0.4,2.0330366963303685
2023-12-30,02,2,wk inc flu hosp,2024-01-13,quantile,0.45,2.903650474037354
2023-12-30,02,2,wk inc flu hosp,2024-01-13,quantile,0.5,3.39670416855002
2023-12-30,02,2,wk inc flu hosp,2024-01-13,quantile,0.55,4
2023-12-30,02,2,wk inc flu hosp,2024-01-13,quantile,0.6,4.770482951704832
2023-12-30,02,2,wk inc flu hosp,2024-01-13,quantile,0.65,5.880262171621437
2023-12-30,02,2,wk inc flu hosp,2024-01-13,quantile,0.7,7.010379443570351
2023-12-30,02,2,wk inc flu hosp,2024-01-13,quantile,0.75,8.721527847215283
2023-12-30,02,2,wk inc flu hosp,2024-01-13,quantile,0.8,11.159168975829186
2023-12-30,02,2,wk inc flu hosp,2024-01-13,quantile,0.85,14.028916205847606
2023-12-30,02,2,wk inc flu hosp,2024-01-13,quantile,0.9,17.70624689936609
2023-12-30,02,2,wk inc flu hosp,2024-01-13,quantile,0.95,24.244620490198294
2023-12-30,02,2,wk inc flu hosp,2024-01-13,quantile,0.975,39.809357938755305
2023-12-30,02,2,wk inc flu hosp,2024-01-13,quantile,0.99,53.51699066162109
2023-12-30,02,3,wk inc flu hosp,2024-01-20,quantile,0.01,0
2023-12-30,02,3,wk inc flu hosp,2024-01-20,quantile,0.025,0
2023-12-30,02,3,wk inc flu hosp,2024-01-20,quantile,0.05,0
2023-12-30,02,3,wk inc flu hosp,2024-01-20,quantile,0.1,0
2023-12-30,02,3,wk inc flu hosp,2024-01-20,quantile,0.15,0
2023-12-30,02,3,wk inc flu hosp,2024-01-20,quantile,0.2,0
2023-12-30,02,3,wk inc flu hosp,2024-01-20,quantile,0.25,0.5976402359764026
2023-12-30,02,3,wk inc flu hosp,2024-01-20,quantile,0.3,1
2023-12-30,02,3,wk inc flu hosp,2024-01-20,quantile,0.35,1.634896510348965
2023-12-30,02,3,wk inc flu hosp,2024-01-20,quantile,0.4,2
2023-12-30,02,3,wk inc flu hosp,2024-01-20,quantile,0.45,2.589831873484302
2023-12-30,02,3,wk inc flu hosp,2024-01-20,quantile,0.5,3.4288571142885695
2023-12-30,02,3,wk inc flu hosp,2024-01-20,quantile,0.55,4.294982137058211
2023-12-30,02,3,wk inc flu hosp,2024-01-20,quantile,0.6,5.0935105686478845
2023-12-30,02,3,wk inc flu hosp,2024-01-20,quantile,0.65,6.217745516985113
2023-12-30,02,3,wk inc flu hosp,2024-01-20,quantile,0.7,8.00218723587788
2023-12-30,02,3,wk inc flu hosp,2024-01-20,quantile,0.75,10.63366501843009
2023-12-30,02,3,wk inc flu hosp,2024-01-20,quantile,0.8,14.334770832853378
2023-12-30,02,3,wk inc flu hosp,2024-01-20,quantile,0.85,18.215836866446114
2023-12-30,02,3,wk inc flu hosp,2024-01-20,quantile,0.9,23.152700557674248
2023-12-30,02,3,wk inc flu hosp,2024-01-20,quantile,0.95,36.98806734705375
2023-12-30,02,3,wk inc flu hosp,2024-01-20,quantile,0.975,45.90138912200928
2023-12-30,02,3,wk inc flu hosp,2024-01-20,quantile,0.99,58.52405200087579
2023-12-30,04,-1,wk inc flu hosp,2023-12-23,quantile,0.01,162.05149113182878
2023-12-30,04,-1,wk inc flu hosp,2023-12-23,quantile,0.025,311.9641919681667
2023-12-30,04,-1,wk inc flu hosp,2023-12-23,quantile,0.05,405.6390010766668
2023-12-30,04,-1,wk inc flu hosp,2023-12-23,quantile,0.1,503.7253642033879
2023-12-30,04,-1,wk inc flu hosp,2023-12-23,quantile,0.15,567.240623075727
2023-12-30,04,-1,wk inc flu hosp,2023-12-23,quantile,0.2,607.224361365564
2023-12-30,04,-1,wk inc flu hosp,2023-12-23,quantile,0.25,645.9022639526106
2023-12-30,04,-1,wk inc flu hosp,2023-12-23,quantile,0.3,681.952499532799
2023-12-30,04,-1,wk inc flu hosp,2023-12-23,quantile,0.35,725.3439740160258
2023-12-30,04,-1,wk inc flu hosp,2023-12-23,quantile,0.4,766.5877537959152
2023-12-30,04,-1,wk inc flu hosp,2023-12-23,quantile,0.45,808.3471850906553
2023-12-30,04,-1,wk inc flu hosp,2023-12-23,quantile,0.5,836.3840735510155
2023-12-30,04,-1,wk inc flu hosp,2023-12-23,quantile,0.55,861.2748126230276
2023-12-30,04,-1,wk inc flu hosp,2023-12-23,quantile,0.6,880.5789692792507
2023-12-30,04,-1,wk inc flu hosp,2023-12-23,quantile,0.65,899.0212408472073
2023-12-30,04,-1,wk inc flu hosp,2023-12-23,quantile,0.7,917.4763828092678
2023-12-30,04,-1,wk inc flu hosp,2023-12-23,quantile,0.75,935.0543801748565
2023-12-30,04,-1,wk inc flu hosp,2023-12-23,quantile,0.8,955.3787526872471
2023-12-30,04,-1,wk inc flu hosp,2023-12-23,quantile,0.85,981.5903610280192
2023-12-30,04,-1,wk inc flu hosp,2023-12-23,quantile,0.9,1027.4467085647082
2023-12-30,04,-1,wk inc flu hosp,2023-12-23,quantile,0.95,1128.2273258744199
2023-12-30,04,-1,wk inc flu hosp,2023-12-23,quantile,0.975,1244.6948383127174
2023-12-30,04,-1,wk inc flu hosp,2023-12-23,quantile,0.99,1431.700118477552
2023-12-30,04,0,wk inc flu hosp,2023-12-30,quantile,0.01,243.52665958417558
2023-12-30,04,0,wk inc flu hosp,2023-12-30,quantile,0.025,383.1162414550781
2023-12-30,04,0,wk inc flu hosp,2023-12-30,quantile,0.05,484.7894153273795
2023-12-30,04,0,wk inc flu hosp,2023-12-30,quantile,0.1,594.7786023498227
2023-12-30,04,0,wk inc flu hosp,2023-12-30,quantile,0.15,671.3233179626823
2023-12-30,04,0,wk inc flu hosp,2023-12-30,quantile,0.2,732.1702025505064
2023-12-30,04,0,wk inc flu hosp,2023-12-30,quantile,0.25,787.9633064480015
2023-12-30,04,0,wk inc flu hosp,2023-12-30,quantile,0.3,826.7919112848681
2023-12-30,04,0,wk inc flu hosp,2023-12-30,quantile,0.35,876.8871982337502
2023-12-30,04,0,wk inc flu hosp,2023-12-30,quantile,0.4,925.4924179223455
2023-12-30,04,0,wk inc flu hosp,2023-12-30,quantile,0.45,969.0130297819908
2023-12-30,04,0,wk inc flu hosp,2023-12-30,quantile,0.5,1009.2640557974042
2023-12-30,04,0,wk inc flu hosp,2023-12-30,quantile,0.55,1050.696476895704
2023-12-30,04,0,wk inc flu hosp,2023-12-30,quantile,0.6,1085.3003851553945
2023-12-30,04,0,wk inc flu hosp,2023-12-30,quantile,0.65,1119.9372531519437
2023-12-30,04,0,wk inc flu hosp,2023-12-30,quantile,0.7,1153.2137669998417
2023-12-30,04,0,wk inc flu hosp,2023-12-30,quantile,0.75,1189.4422763429677
2023-12-30,04,0,wk inc flu hosp,2023-12-30,quantile,0.8,1230.8610249279939
2023-12-30,04,0,wk inc flu hosp,2023-12-30,quantile,0.85,1282.3890548204488
2023-12-30,04,0,wk inc flu hosp,2023-12-30,quantile,0.9,1341.271946067623
2023-12-30,04,0,wk inc flu hosp,2023-12-30,quantile,0.95,1459.540360109963
2023-12-30,04,0,wk inc flu hosp,2023-12-30,quantile,0.975,1515.7505331870811
2023-12-30,04,0,wk inc flu hosp,2023-12-30,quantile,0.99,1646.440719764791
2023-12-30,04,1,wk inc flu hosp,2024-01-06,quantile,0.01,0
2023-12-30,04,1,wk inc flu hosp,2024-01-06,quantile,0.025,222.49622004520995
2023-12-30,04,1,wk inc flu hosp,2024-01-06,quantile,0.05,399.92131851941883
2023-12-30,04,1,wk inc flu hosp,2024-01-06,quantile,0.1,540.4423637597536
2023-12-30,04,1,wk inc flu hosp,2024-01-06,quantile,0.15,604.5147022356437
2023-12-30,04,1,wk inc flu hosp,2024-01-06,quantile,0.2,661.3411915163837
2023-12-30,04,1,wk inc flu hosp,2024-01-06,quantile,0.25,711.003395681457
2023-12-30,04,1,wk inc flu hosp,2024-01-06,quantile,0.3,774.3949718859858
2023-12-30,04,1,wk inc flu hosp,2024-01-06,quantile,0.35,840.1314485544927
2023-12-30,04,1,wk inc flu hosp,2024-01-06,quantile,0.4,909.5165446050938
2023-12-30,04,1,wk inc flu hosp,2024-01-06,quantile,0.45,986.2079337740137
2023-12-30,04,1,wk inc flu hosp,2024-01-06,quantile,0.5,1055.9959646361026
2023-12-30,04,1,wk inc flu hosp,2024-01-06,quantile,0.55,1122.6913252182455
2023-12-30,04,1,wk inc flu hosp,2024-01-06,quantile,0.6,1192.5960943747598
2023-12-30,04,1,wk inc flu hosp,2024-01-06,quantile,0.65,1261.7793332160118
2023-12-30,04,1,wk inc flu hosp,2024-01-06,quantile,0.7,1325.8538208007813
2023-12-30,04,1,wk inc flu hosp,2024-01-06,quantile,0.75,1404.8407106968386
2023-12-30,04,1,wk inc flu hosp,2024-01-06,quantile,0.8,1485.3224195043776
2023-12-30,04,1,wk inc flu hosp,2024-01-06,quantile,0.85,1579.6495884948038
2023-12-30,04,1,wk inc flu hosp,2024-01-06,quantile,0.9,1702.4093419692585
2023-12-30,04,1,wk inc flu hosp,2024-01-06,quantile,0.95,1852.009823651074
2023-12-30,04,1,wk inc flu hosp,2024-01-06,quantile,0.975,1993.7580731056614
2023-12-30,04,1,wk inc flu hosp,2024-01-06,quantile,0.99,2189.6090748557767
2023-12-30,04,2,wk inc flu hosp,2024-01-13,quantile,0.01,0
2023-12-30,04,2,wk inc flu hosp,2024-01-13,quantile,0.025,150.19365354395921
2023-12-30,04,2,wk inc flu hosp,2024-01-13,quantile,0.05,262.50067702135345
2023-12-30,04,2,wk inc flu hosp,2024-01-13,quantile,0.1,384.7906033387711
2023-12-30,04,2,wk inc flu hosp,2024-01-13,quantile,0.15,463.2168125283973
2023-12-30,04,2,wk inc flu hosp,2024-01-13,quantile,0.2,526.7470069145535
2023-12-30,04,2,wk inc flu hosp,2024-01-13,quantile,0.25,562.7088010371631
2023-12-30,04,2,wk inc flu hosp,2024-01-13,quantile,0.3,633.4731556123279
2023-12-30,04,2,wk inc flu hosp,2024-01-13,quantile,0.35,702.2794287374375
2023-12-30,04,2,wk inc flu hosp,2024-01-13,quantile,0.4,790.0836705654065
2023-12-30,04,2,wk inc flu hosp,2024-01-13,quantile,0.45,901.4404670932927
2023-12-30,04,2,wk inc flu hosp,2024-01-13,quantile,0.5,1027.9116645340455
2023-12-30,04,2,wk inc flu hosp,2024-01-13,quantile,0.55,1127.982218817767
2023-12-30,04,2,wk inc flu hosp,2024-01-13,quantile,0.6,1231.7194200418953
2023-12-30,04,2,wk inc flu hosp,2024-01-13,quantile,0.65,1329.8605872374671
2023-12-30,04,2,wk inc flu hosp,2024-01-13,quantile,0.7,1418.1353759765625
2023-12-30,04,2,wk inc flu hosp,2024-01-13,quantile,0.75,1543.063538692231
2023-12-30,04,2,wk inc flu hosp,2024-01-13,quantile,0.8,1703.5808251182646
2023-12-30,04,2,wk inc flu hosp,2024-01-13,quantile,0.85,1881.7390170428362
2023-12-30,04,2,wk inc flu hosp,2024-01-13,quantile,0.9,2040.7480057761716
2023-12-30,04,2,wk inc flu hosp,2024-01-13,quantile,0.95,2330.772432563855
