location,reference_date,horizon,target_end_date,target,output_type,output_type_id,value
US,2025-12-13,-1,2025-12-06,wk inc flu hosp,quantile,0.01,5852.0
US,2025-12-13,0,2025-12-13,wk inc flu hosp,quantile,0.01,7729.0
US,2025-12-13,1,2025-12-20,wk inc flu hosp,quantile,0.01,10019.0
US,2025-12-13,2,2025-12-27,wk inc flu hosp,quantile,0.01,12429.0
US,2025-12-13,3,2026-01-03,wk inc flu hosp,quantile,0.01,14683.0
US,2025-12-13,-1,2025-12-06,wk inc flu hosp,quantile,0.025,5940.0
US,2025-12-13,0,2025-12-13,wk inc flu hosp,quantile,0.025,7879.0
US,2025-12-13,1,2025-12-20,wk inc flu hosp,quantile,0.025,10197.0
US,2025-12-13,2,2025-12-27,wk inc flu hosp,quantile,0.025,12732.0
US,2025-12-13,3,2026-01-03,wk inc flu hosp,quantile,0.025,15219.0
US,2025-12-13,-1,2025-12-06,wk inc flu hosp,quantile,0.05,6047.0
US,2025-12-13,0,2025-12-13,wk inc flu hosp,quantile,0.05,8040.0
US,2025-12-13,1,2025-12-20,wk inc flu hosp,quantile,0.05,10482.0
US,2025-12-13,2,2025-12-27,wk inc flu hosp,quantile,0.05,13144.0
US,2025-12-13,3,2026-01-03,wk inc flu hosp,quantile,0.05,16312.0
US,2025-12-13,-1,2025-12-06,wk inc flu hosp,quantile,0.1,6200.0
US,2025-12-13,0,2025-12-13,wk inc flu hosp,quantile,0.1,8397.0
US,2025-12-13,1,2025-12-20,wk inc flu hosp,quantile,0.1,11101.0
US,2025-12-13,2,2025-12-27,wk inc flu hosp,quantile,0.1,14159.0
US,2025-12-13,3,2026-01-03,wk inc flu hosp,quantile,0.1,17504.0
US,2025-12-13,-1,2025-12-06,wk inc flu hosp,quantile,0.15,6351.0
US,2025-12-13,0,2025-12-13,wk inc flu hosp,quantile,0.15,8692.0
US,2025-12-13,1,2025-12-20,wk inc flu hosp,quantile,0.15,11474.0
US,2025-12-13,2,2025-12-27,wk inc flu hosp,quantile,0.15,14942.0
US,2025-12-13,3,2026-01-03,wk inc flu hosp,quantile,0.15,18781.0
US,2025-12-13,-1,2025-12-06,wk inc flu hosp,quantile,0.2,6504.0
US,2025-12-13,0,2025-12-13,wk inc flu hosp,quantile,0.2,8930.0
US,2025-12-13,1,2025-12-20,wk inc flu hosp,quantile,0.2,12123.0
US,2025-12-13,2,2025-12-27,wk inc flu hosp,quantile,0.2,15942.0
US,2025-12-13,3,2026-01-03,wk inc flu hosp,quantile,0.2,20099.0
US,2025-12-13,-1,2025-12-06,wk inc flu hosp,quantile,0.25,6606.0
US,2025-12-13,0,2025-12-13,wk inc flu hosp,quantile,0.25,9161.0
US,2025-12-13,1,2025-12-20,wk inc flu hosp,quantile,0.25,12484.0
US,2025-12-13,2,2025-12-27,wk inc flu hosp,quantile,0.25,16580.0
US,2025-12-13,3,2026-01-03,wk inc flu hosp,quantile,0.25,21101.0
US,2025-12-13,-1,2025-12-06,wk inc flu hosp,quantile,0.3,6692.0
US,2025-12-13,0,2025-12-13,wk inc flu hosp,quantile,0.3,9321.0
US,2025-12-13,1,2025-12-20,wk inc flu hosp,quantile,0.3,12892.0
