"model_id","reference_date","horizon","target","target_end_date","location","output_type","output_type_id","value"
"FluSight-ens_q_cat",2023-10-28,0,"wk flu hosp rate change",2023-10-28,"02","pmf","large_increase",1.33004982461049e-06
"FluSight-ens_q_cat",2023-10-28,0,"wk flu hosp rate change",2023-10-28,"01","pmf","large_increase",1.04305671754235e-05
"FluSight-ens_q_cat",2023-10-28,0,"wk flu hosp rate change",2023-10-28,"05","pmf","large_increase",4.57238606532684e-07
"FluSight-ens_q_cat",2023-10-28,0,"wk flu hosp rate change",2023-10-28,"04","pmf","large_increase",0.000302309984376747
"FluSight-ens_q_cat",2023-10-28,0,"wk flu hosp rate change",2023-10-28,"06","pmf","large_increase",0.133397432990042
"FluSight-ens_q_cat",2023-10-28,0,"wk flu hosp rate change",2023-10-28,"08","pmf","large_increase",0.106915023218709
"FluSight-ens_q_cat",2023-10-28,0,"wk flu hosp rate change",2023-10-28,"09","pmf","large_increase",0.089872511536907
"FluSight-ens_q_cat",2023-10-28,0,"wk flu hosp rate change",2023-10-28,"11","pmf","large_increase",0.0874151333266612
"FluSight-ens_q_cat",2023-10-28,0,"wk flu hosp rate change",2023-10-28,"10","pmf","large_increase",2.31343307898202e-05
"FluSight-ens_q_cat",2023-10-28,0,"wk flu hosp rate change",2023-10-28,"12","pmf","large_increase",7.96983007367302e-05
"FluSight-ens_q_cat",2023-10-28,0,"wk flu hosp rate change",2023-10-28,"13","pmf","large_increase",0.00045304040688221
"FluSight-ens_q_cat",2023-10-28,0,"wk flu hosp rate change",2023-10-28,"15","pmf","large_increase",0.00304410862596605
"FluSight-ens_q_cat",2023-10-28,0,"wk flu hosp rate change",2023-10-28,"19","pmf","large_increase",1.32354582389471e-05
"FluSight-ens_q_cat",2023-10-28,0,"wk flu hosp rate change",2023-10-28,"16","pmf","large_increase",0.000337756701606962
"FluSight-ens_q_cat",2023-10-28,0,"wk flu hosp rate change",2023-10-28,"17","pmf","large_increase",2.83393655792219e-05
"FluSight-ens_q_cat",2023-10-28,0,"wk flu hosp rate change",2023-10-28,"18","pmf","large_increase",0.00030517279161113
"FluSight-ens_q_cat",2023-10-28,0,"wk flu hosp rate change",2023-10-28,"20","pmf","large_increase",6.66133814775094e-15
"FluSight-ens_q_cat",2023-10-28,0,"wk flu hosp rate change",2023-10-28,"21","pmf","large_increase",0
"FluSight-ens_q_cat",2023-10-28,0,"wk flu hosp rate change",2023-10-28,"22","pmf","large_increase",5.81756864903582e-14
